Timestamp,Name,Gender,Job Role,Department,1. I generally feel happy and satisfied during my workday.,"2. I experience positive emotions (enthusiasm, excitement) while performing my tasks.",3. I remain calm and composed even under pressure.,"4.  Negative emotions (stress, frustration) interfere with my work.",5. I usually start my workday with a positive mindset.,1.  I feel energized and enthusiastic about my job.,2.  I am fully absorbed in my work most of the time.,3. I often go beyond what is required in my role.,4.  I find my work meaningful and motivating.,5.  I am committed to giving my best at work.,1. I complete my tasks efficiently within deadlines.,2.  I maintain high quality in my work output.,3.  I actively contribute to achieving team goals.,4.  I am consistent in meeting performance expectations.,5.  My performance has improved over the past few months.,1.  I am aware of my organization’s AI-related policies.,  2.  The BAN AI policy limits how AI tools can be used in my work.,"3. The policy affects my ability to use AI for improving productivity.
",4. I believe the BAN AI policy supports ethical and fair workplace Practices. ,5.  I feel the BAN AI policy impacts how emotions influence my productivity.
2025/10/13 3:19:24 AM GMT+5,Zeeshan Ashraf,Male,Coordinator,Chemical Engineering,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly disagree
2025/10/13 3:19:30 AM GMT+5,Faris Yousaf,Female,Coordinator,Electrical Engineering,Disagree,Neutral,Strongly agree,Neutral,Strongly disagree,Strongly agree,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree
2025/10/13 3:19:35 AM GMT+5,Nadeem Tahir,Male,Coordinator,Physics,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Neutral
2025/10/13 3:19:42 AM GMT+5,Tuba Siddiqui,Female,Non Teaching Staff,Software Engineering,Disagree,Agree,Strongly disagree,Agree,Neutral,Strongly agree,Neutral,Strongly disagree,Disagree,Strongly agree,Neutral,Disagree,Disagree,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Disagree,Neutral
2025/10/13 3:19:48 AM GMT+5,Arif Hussain,Male,Non Teaching Staff,Political Science,Agree,Strongly agree,Agree,Strongly disagree,Neutral,Agree,Strongly disagree,Agree,Agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree
2025/10/13 3:19:54 AM GMT+5,Sadia Ansari,Female,Non Teaching Staff,Psychology,Strongly agree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Strongly disagree,Neutral,Strongly agree
2025/10/13 3:20:00 AM GMT+5,Tania Butt,Male,Teacher,Software Engineering,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree
2025/10/13 3:20:01 AM GMT+5,Basit Hanif,Female,Teacher,Public Administration,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree,Agree,Neutral,Strongly disagree,Disagree,Strongly disagree,Neutral,Agree,Agree,Neutral,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree
2025/10/13 3:20:06 AM GMT+5,Arif Rasheed,Female,Coordinator,Law,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Neutral,Disagree,Agree,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree
2025/10/13 3:20:07 AM GMT+5,Rizwan Zafar,Male,Coordinator,Law,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly agree,Disagree,Strongly agree
2025/10/13 3:20:12 AM GMT+5,Anum Khan,Male,Teacher,Environmental Science,Neutral,Strongly disagree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Neutral,Disagree,Agree,Neutral,Disagree
2025/10/13 3:20:13 AM GMT+5,Amara Hussain,Male,Coordinator,Environmental Science,Strongly disagree,Agree,Neutral,Neutral,Disagree,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree
2025/10/13 3:20:18 AM GMT+5,Shayan Mughal,Male,Non Teaching Staff,Physics,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Neutral,Agree,Strongly agree,Neutral,Strongly disagree,Disagree,Strongly agree,Neutral,Disagree,Neutral
2025/10/13 3:20:20 AM GMT+5,Sumbul Zafar,Male,Non Teaching Staff,Environmental Science,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Neutral,Neutral,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Strongly disagree,Neutral,Strongly agree,Agree,Agree,Strongly disagree
2025/10/13 3:20:24 AM GMT+5,Maryum Tahir,Female,Non Teaching Staff,Dentistry,Disagree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree
2025/10/13 3:20:26 AM GMT+5,Arif Irfan,Male,Coordinator,Mechanical Engineering,Neutral,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Neutral,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Disagree
2025/10/13 3:20:30 AM GMT+5,Rameez Irfan,Female,Non Teaching Staff,Civil Engineering,Neutral,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree
2025/10/13 3:20:32 AM GMT+5,Ayesha Qureshi,Female,Coordinator,Nursing,Disagree,Agree,Neutral,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral
2025/10/13 3:20:36 AM GMT+5,Eman Raza,Male,Coordinator,Biotechnology,Strongly agree,Strongly agree,Disagree,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly disagree
2025/10/13 3:20:39 AM GMT+5,Taimoor Hussain,Female,Coordinator,Business Administration,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree,Strongly disagree
2025/10/13 3:20:45 AM GMT+5,Adeel Ansari,Female,Teacher,Public Administration,Neutral,Disagree,Agree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Strongly agree,Agree,Disagree,Agree,Neutral,Agree
2025/10/13 3:20:52 AM GMT+5,Sarim Hanif,Female,Non Teaching Staff,Mechanical Engineering,Agree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree
2025/10/13 3:20:58 AM GMT+5,Sahar Javed,Female,Coordinator,Chemistry,Neutral,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree
2025/10/13 3:21:04 AM GMT+5,Rizwan Javed,Male,Coordinator,Architecture,Agree,Strongly disagree,Neutral,Agree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Neutral
2025/10/13 3:21:11 AM GMT+5,Zeeshan Zafar,Female,Coordinator,Mathematics,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Strongly disagree,Disagree
2025/10/13 3:21:17 AM GMT+5,Umair Mirza,Female,Teacher,Electrical Engineering,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Neutral,Strongly disagree
2025/10/13 3:21:24 AM GMT+5,Taimoor Siddiqui,Male,Teacher,Civil Engineering,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree
2025/10/13 3:21:30 AM GMT+5,Rehan Rehman,Female,Teacher,Architecture,Neutral,Strongly disagree,Neutral,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Strongly agree,Agree,Agree
2025/10/13 3:21:36 AM GMT+5,Murtaza Ansari,Female,Teacher,Law,Agree,Strongly disagree,Neutral,Disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Disagree,Neutral,Strongly agree,Neutral,Neutral,Strongly disagree,Neutral,Agree,Strongly disagree,Agree,Neutral,Strongly disagree
2025/10/13 3:21:42 AM GMT+5,Talha Ahmed,Male,Coordinator,Political Science,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Neutral,Disagree,Strongly agree,Disagree,Neutral,Strongly agree,Agree,Strongly disagree,Neutral,Strongly disagree
2025/10/13 3:21:49 AM GMT+5,Sania Nawaz,Male,Non Teaching Staff,Education,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Disagree,Agree,Disagree
2025/10/13 3:21:55 AM GMT+5,Sadaf Aslam,Male,Non Teaching Staff,Software Engineering,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Neutral
2025/10/13 3:22:02 AM GMT+5,Alishba Zameer,Female,Teacher,Chemistry,Disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Neutral,Neutral,Disagree
2025/10/13 3:22:08 AM GMT+5,Kinza Irfan,Female,Non Teaching Staff,Biotechnology,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Neutral,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Strongly agree
2025/10/13 3:22:15 AM GMT+5,Fatima Siddiqui,Female,Teacher,Media Studies,Agree,Disagree,Disagree,Neutral,Agree,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree
2025/10/13 3:22:21 AM GMT+5,Sania Yousaf,Female,Coordinator,Sociology,Strongly disagree,Disagree,Neutral,Agree,Agree,Strongly agree,Neutral,Neutral,Strongly disagree,Neutral,Agree,Strongly disagree,Neutral,Agree,Strongly disagree,Strongly agree,Neutral,Disagree,Neutral,Agree
2025/10/13 3:22:27 AM GMT+5,Amara Shahid,Female,Coordinator,Sociology,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree
2025/10/13 3:22:34 AM GMT+5,Sania Tahir,Male,Non Teaching Staff,Mathematics,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Agree,Neutral,Agree,Disagree
2025/10/13 3:22:40 AM GMT+5,Hafsa Javed,Female,Non Teaching Staff,Nursing,Agree,Neutral,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree
2025/10/13 3:22:47 AM GMT+5,Fatima Zafar,Male,Non Teaching Staff,Mathematics,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Neutral,Neutral,Agree
2025/10/13 3:22:53 AM GMT+5,Alishba Khan,Male,Non Teaching Staff,Pharmacy,Neutral,Agree,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Neutral
2025/10/13 3:22:59 AM GMT+5,Hania Shah,Female,Coordinator,Sociology,Strongly disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree
2025/10/13 3:23:06 AM GMT+5,Anum Javed,Male,Teacher,Mathematics,Strongly disagree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Strongly disagree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree
2025/10/13 3:23:12 AM GMT+5,Rukhsar Zameer,Female,Non Teaching Staff,Pharmacy,Agree,Disagree,Neutral,Neutral,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree
2025/10/13 3:23:18 AM GMT+5,Aqsa Yousaf,Male,Teacher,Pharmacy,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Agree,Neutral,Strongly disagree,Neutral,Neutral,Strongly agree
2025/10/13 3:23:25 AM GMT+5,Sadia Hussain,Female,Teacher,Business Administration,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Agree,Neutral,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Strongly disagree
2025/10/13 3:23:31 AM GMT+5,Fatima Nawaz,Male,Coordinator,Computer Science,Strongly agree,Strongly disagree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Disagree,Neutral,Strongly agree,Disagree,Neutral,Disagree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree
2025/10/13 3:23:37 AM GMT+5,Mahira Ashraf,Male,Non Teaching Staff,Nursing,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Strongly agree,Disagree
2025/10/13 3:23:44 AM GMT+5,Imaan Raza,Male,Coordinator,Dentistry,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree
2025/10/13 3:23:50 AM GMT+5,Nashra Hanif,Male,Non Teaching Staff,Chemistry,Agree,Neutral,Neutral,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Neutral,Strongly agree,Disagree,Neutral,Agree,Disagree,Agree
2025/10/13 3:23:57 AM GMT+5,Rukhsar Rehman,Female,Teacher,Mathematics,Strongly disagree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree
2025/10/13 3:24:03 AM GMT+5,Maryum Mughal,Female,Coordinator,Media Studies,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Agree,Disagree,Neutral,Strongly disagree,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Neutral,Strongly disagree
2025/10/13 3:24:09 AM GMT+5,Amara Akram,Male,Teacher,Environmental Science,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Agree
2025/10/13 3:24:15 AM GMT+5,Sania Sheikh,Female,Coordinator,Media Studies,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Neutral,Agree,Neutral
2025/10/13 3:24:22 AM GMT+5,Rameen Rasheed,Male,Teacher,Chemistry,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly disagree
2025/10/13 3:24:28 AM GMT+5,Mishaal Zafar,Female,Non Teaching Staff,Business Administration,Disagree,Strongly agree,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree
2025/10/13 3:24:34 AM GMT+5,Alishba Shah,Male,Coordinator,Sociology,Neutral,Strongly agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly disagree,Disagree
2025/10/13 3:24:41 AM GMT+5,Aqib Irfan,Female,Coordinator,Architecture,Disagree,Disagree,Disagree,Neutral,Strongly agree,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Strongly disagree,Neutral
2025/10/13 3:24:47 AM GMT+5,Tahir Nawaz,Male,Non Teaching Staff,Chemical Engineering,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree
2025/10/13 3:24:58 AM GMT+5,Zohaib Tahir,Male,Coordinator,Architecture,Disagree,Neutral,Agree,Neutral,Neutral,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly disagree,Disagree,Disagree
2025/10/13 3:25:04 AM GMT+5,Mishaal Shahid,Male,Non Teaching Staff,Sociology,Strongly agree,Neutral,Strongly agree,Disagree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree
2025/10/13 3:25:11 AM GMT+5,Fawad Siddiqui,Female,Non Teaching Staff,Political Science,Neutral,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Disagree,Neutral,Disagree,Disagree,Agree,Strongly agree
2025/10/13 3:25:17 AM GMT+5,Nadia Ashraf,Male,Coordinator,Chemistry,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly disagree
2025/10/13 3:25:23 AM GMT+5,Shayan Mirza,Female,Non Teaching Staff,Business Administration,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Neutral,Strongly disagree,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Agree,Neutral,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree
2025/10/13 3:25:30 AM GMT+5,Sahar Butt,Female,Coordinator,Doctor of Medicine,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Neutral,Disagree
2025/10/13 3:25:36 AM GMT+5,Arif Ansari,Male,Coordinator,Political Science,Strongly agree,Disagree,Agree,Disagree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly disagree,Agree
2025/10/13 3:25:43 AM GMT+5,Fazal Latif,Male,Coordinator,Law,Agree,Agree,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly agree,Disagree,Neutral,Disagree,Agree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly agree,Disagree,Agree
2025/10/13 3:25:49 AM GMT+5,Zeeshan Tahir,Female,Teacher,Civil Engineering,Strongly agree,Neutral,Strongly disagree,Agree,Neutral,Strongly agree,Agree,Agree,Strongly disagree,Agree,Neutral,Agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree
